Channel              :,CH1
Frequency            :,	?
Period               :,  ?
PK-PK                :,188.0mV
Average              :,-0.908mV
Vertical pos         :,-35.000000mV
Probe attenuation    :,1X
Voltage per ADC value:,0.125000mV
Time interval        :,2000.00000uS

index,CH1_Voltage(mV)
1,-3.000000
2,-3.000000
3,-5.000000
4,-7.000000
5,1.000000
6,3.000000
7,3.000000
8,-1.000000
9,-1.000000
10,-5.000000
11,-5.000000
12,-5.000000
13,1.000000
14,-5.000000
15,-1.000000
16,3.000000
17,3.000000
18,-3.000000
19,-1.000000
20,-3.000000
21,-7.000000
22,-7.000000
23,-3.000000
24,1.000000
25,3.000000
26,1.000000
27,5.000000
28,-1.000000
29,1.000000
30,1.000000
31,-3.000000
32,-5.000000
33,-11.000000
34,-11.000000
35,3.000000
36,7.000000
37,3.000000
38,3.000000
39,1.000000
40,-1.000000
41,-5.000000
42,-7.000000
43,-9.000000
44,5.000000
45,3.000000
46,5.000000
47,-1.000000
48,1.000000
49,-1.000000
50,-7.000000
51,-5.000000
52,-3.000000
53,-7.000000
54,-7.000000
55,1.000000
56,1.000000
57,-1.000000
58,1.000000
59,-1.000000
60,-11.000000
61,-3.000000
62,-7.000000
63,-3.000000
64,-1.000000
65,3.000000
66,3.000000
67,5.000000
68,1.000000
69,-1.000000
70,-1.000000
71,-7.000000
72,-7.000000
73,-3.000000
74,-1.000000
75,1.000000
76,1.000000
77,1.000000
78,-1.000000
79,1.000000
80,-3.000000
81,-1.000000
82,-5.000000
83,-3.000000
84,-1.000000
85,-1.000000
86,1.000000
87,1.000000
88,1.000000
89,-1.000000
90,-3.000000
91,-5.000000
92,-5.000000
93,-3.000000
94,3.000000
95,1.000000
96,3.000000
97,1.000000
98,-3.000000
99,3.000000
100,-3.000000
101,-5.000000
102,-7.000000
103,-1.000000
104,-3.000000
105,3.000000
106,3.000000
107,3.000000
108,5.000000
109,-1.000000
110,1.000000
111,-9.000000
112,-5.000000
113,-3.000000
114,1.000000
115,1.000000
116,3.000000
117,7.000000
118,1.000000
119,1.000000
120,3.000000
121,-7.000000
122,-5.000000
123,-7.000000
124,-5.000000
125,5.000000
126,1.000000
127,1.000000
128,-3.000000
129,3.000000
130,-3.000000
131,-7.000000
132,-7.000000
133,-1.000000
134,-1.000000
135,3.000000
136,-1.000000
137,-1.000000
138,-7.000000
139,-1.000000
140,-1.000000
141,-7.000000
142,-1.000000
143,-5.000000
144,-7.000000
145,-1.000000
146,7.000000
147,5.000000
148,-7.000000
149,1.000000
150,-9.000000
151,-7.000000
152,-5.000000
153,1.000000
154,-3.000000
155,-3.000000
156,1.000000
157,5.000000
158,1.000000
159,-3.000000
160,-3.000000
161,-7.000000
162,-3.000000
163,-1.000000
164,-1.000000
165,1.000000
166,3.000000
167,3.000000
168,3.000000
169,1.000000
170,-3.000000
171,-5.000000
172,-3.000000
173,-1.000000
174,1.000000
175,1.000000
176,5.000000
177,1.000000
178,1.000000
179,1.000000
180,1.000000
181,-7.000000
182,-9.000000
183,-3.000000
184,-1.000000
185,3.000000
186,1.000000
187,-1.000000
188,-3.000000
189,1.000000
190,-5.000000
191,-7.000000
192,-7.000000
193,-1.000000
194,-3.000000
195,1.000000
196,-1.000000
197,3.000000
198,-7.000000
199,1.000000
200,-5.000000
201,-7.000000
202,-15.000000
203,-1.000000
204,-3.000000
205,1.000000
206,1.000000
207,-1.000000
208,11.000000
209,-3.000000
210,1.000000
211,-9.000000
212,-3.000000
213,-1.000000
214,1.000000
215,1.000000
216,3.000000
217,3.000000
218,1.000000
219,3.000000
220,-1.000000
221,-7.000000
222,-1.000000
223,-5.000000
224,-3.000000
225,3.000000
226,5.000000
227,-3.000000
228,1.000000
229,1.000000
230,-1.000000
231,-7.000000
232,-11.000000
233,-3.000000
234,-1.000000
235,1.000000
236,3.000000
237,5.000000
238,9.000000
239,-1.000000
240,3.000000
241,-5.000000
242,-7.000000
243,-3.000000
244,1.000000
245,1.000000
246,5.000000
247,5.000000
248,7.000000
249,-1.000000
250,-5.000000
251,-7.000000
252,1.000000
253,1.000000
254,-1.000000
255,1.000000
256,3.000000
257,5.000000
258,1.000000
259,1.000000
260,-7.000000
261,-1.000000
262,-5.000000
263,-1.000000
264,-3.000000
265,1.000000
266,9.000000
267,3.000000
268,7.000000
269,-3.000000
270,-3.000000
271,-9.000000
272,-3.000000
273,-5.000000
274,-1.000000
275,3.000000
276,3.000000
277,1.000000
278,7.000000
279,1.000000
280,-1.000000
281,-13.000000
282,-5.000000
283,-1.000000
284,-1.000000
285,1.000000
286,5.000000
287,7.000000
288,13.000000
289,3.000000
290,-1.000000
291,-7.000000
292,-9.000000
293,-7.000000
294,1.000000
295,9.000000
296,3.000000
297,1.000000
298,-5.000000
299,-1.000000
300,-1.000000
301,-7.000000
302,-3.000000
303,-5.000000
304,-5.000000
305,3.000000
306,5.000000
307,13.000000
308,-5.000000
309,-1.000000
310,-5.000000
311,-9.000000
312,-3.000000
313,-5.000000
314,1.000000
315,5.000000
316,1.000000
317,5.000000
318,9.000000
319,3.000000
320,-7.000000
321,-7.000000
322,-7.000000
323,-5.000000
324,-1.000000
325,1.000000
326,1.000000
327,-5.000000
328,-5.000000
329,1.000000
330,-3.000000
331,-5.000000
332,-11.000000
333,-7.000000
334,-3.000000
335,1.000000
336,5.000000
337,-1.000000
338,9.000000
339,-1.000000
340,-3.000000
341,-5.000000
342,-3.000000
343,-1.000000
344,-3.000000
345,-1.000000
346,3.000000
347,7.000000
348,7.000000
349,1.000000
350,-5.000000
351,-9.000000
352,-3.000000
353,1.000000
354,1.000000
355,-1.000000
356,5.000000
357,1.000000
358,-7.000000
359,-1.000000
360,-1.000000
361,-7.000000
362,-5.000000
363,-5.000000
364,1.000000
365,1.000000
366,1.000000
367,7.000000
368,1.000000
369,-1.000000
370,-3.000000
371,-5.000000
372,-3.000000
373,-1.000000
374,1.000000
375,1.000000
376,1.000000
377,5.000000
378,1.000000
379,1.000000
380,-3.000000
381,-5.000000
382,-9.000000
383,-5.000000
384,-7.000000
385,3.000000
386,1.000000
387,7.000000
388,3.000000
389,1.000000
390,-5.000000
391,-3.000000
392,-5.000000
393,-3.000000
394,-3.000000
395,1.000000
396,3.000000
397,1.000000
398,1.000000
399,1.000000
400,-7.000000
401,-5.000000
402,-9.000000
403,-3.000000
404,-1.000000
405,3.000000
406,1.000000
407,11.000000
408,-7.000000
409,-7.000000
410,-3.000000
411,-5.000000
412,-5.000000
413,-1.000000
414,-3.000000
415,1.000000
416,3.000000
417,5.000000
418,1.000000
419,-1.000000
420,-7.000000
421,-3.000000
422,-3.000000
423,-5.000000
424,1.000000
425,5.000000
426,-1.000000
427,5.000000
428,-1.000000
429,1.000000
430,-1.000000
431,-7.000000
432,-3.000000
433,-5.000000
434,-3.000000
435,-1.000000
436,5.000000
437,1.000000
438,-1.000000
439,-1.000000
440,-5.000000
441,-7.000000
442,-5.000000
443,-1.000000
444,-1.000000
445,5.000000
446,3.000000
447,3.000000
448,1.000000
449,-1.000000
450,1.000000
451,-7.000000
452,-5.000000
453,-3.000000
454,1.000000
455,1.000000
456,3.000000
457,3.000000
458,1.000000
459,5.000000
460,1.000000
461,-5.000000
462,-1.000000
463,-9.000000
464,-1.000000
465,5.000000
466,3.000000
467,3.000000
468,-7.000000
469,1.000000
470,1.000000
471,-7.000000
472,-3.000000
473,1.000000
474,-1.000000
475,1.000000
476,3.000000
477,-1.000000
478,-5.000000
479,1.000000
480,-3.000000
481,-7.000000
482,-7.000000
483,-1.000000
484,-1.000000
485,-1.000000
486,5.000000
487,1.000000
488,-1.000000
489,-3.000000
490,-1.000000
491,-5.000000
492,-5.000000
493,-1.000000
494,1.000000
495,3.000000
496,1.000000
497,-1.000000
498,-7.000000
499,-1.000000
500,-7.000000
501,-7.000000
502,-7.000000
503,-1.000000
504,-1.000000
505,1.000000
506,3.000000
507,1.000000
508,5.000000
509,-3.000000
510,-3.000000
511,-3.000000
512,-7.000000
513,7.000000
514,-11.000000
515,1.000000
516,7.000000
517,3.000000
518,1.000000
519,1.000000
520,-3.000000
521,-7.000000
522,-5.000000
523,1.000000
524,-1.000000
525,3.000000
526,3.000000
527,5.000000
528,1.000000
529,-1.000000
530,-1.000000
531,-3.000000
532,-5.000000
533,-11.000000
534,-1.000000
535,3.000000
536,3.000000
537,3.000000
538,-1.000000
539,-1.000000
540,-3.000000
541,-7.000000
542,-3.000000
543,-1.000000
544,-3.000000
545,-1.000000
546,5.000000
547,1.000000
548,-7.000000
549,1.000000
550,-1.000000
551,-7.000000
552,-3.000000
553,-7.000000
554,1.000000
555,3.000000
556,5.000000
557,3.000000
558,-1.000000
559,-1.000000
560,-3.000000
561,-3.000000
562,-7.000000
563,-3.000000
564,1.000000
565,-1.000000
566,1.000000
567,1.000000
568,1.000000
569,1.000000
570,-9.000000
571,-7.000000
572,-5.000000
573,-1.000000
574,-1.000000
575,3.000000
576,1.000000
577,5.000000
578,-1.000000
579,1.000000
580,-3.000000
581,-5.000000
582,-3.000000
583,-1.000000
584,1.000000
585,1.000000
586,3.000000
587,5.000000
588,1.000000
589,1.000000
590,-1.000000
591,-7.000000
592,-7.000000
593,-1.000000
594,-3.000000
595,1.000000
596,1.000000
597,5.000000
598,-1.000000
599,1.000000
600,-3.000000
601,-7.000000
