Time_s,Voltage_mV
0,0
0.000155092861851033,0
0.000310185723702067,0
0.0004652785855531,0
0.000620371447404133,0
0.000775464309255167,0
0.0009305571711062,0
0.00108565003295723,0
0.00124074289480827,0
0.0013958357566593,0
0.00155092861851033,0
0.00170602148036137,0
0.0018611143422124,0
0.00201620720406343,0
0.00217130006591447,0
0.0023263929277655,0
0.00248148578961653,0
0.00263657865146757,0
0.0027916715133186,0
0.00294676437516963,0
0.00310185723702067,0
0.0032569500988717,0
0.00341204296072273,0
0.00356713582257377,0
0.0037222286844248,0
0.00387732154627583,0
0.00403241440812687,0
0.0041875072699779,0
0.00434260013182893,0
0.00449769299367997,0
0.004652785855531,0
0.00480787871738203,0
0.00496297157923307,0
0.0051180644410841,0
0.00527315730293513,0
0.00542825016478617,0
0.0055833430266372,0
0.00573843588848823,0
0.00589352875033927,0
0.0060486216121903,0
0.00620371447404133,0
0.00635880733589237,0
0.0065139001977434,0
0.00666899305959443,0
0.00682408592144547,0
0.0069791787832965,0
0.00713427164514753,0
0.00728936450699857,0
0.0074444573688496,0
0.00759955023070063,0
0.00775464309255167,0
0.0079097359544027,0
0.00806482881625373,0
0.00821992167810476,0
0.0083750145399558,0
0.00853010740180683,0
0.00868520026365787,0
0.0088402931255089,0
0.00899538598735993,0
0.00915047884921097,0
0.009305571711062,0
0.00946066457291303,0
0.00961575743476407,0
0.0097708502966151,0
0.00992594315846613,0
0.0100810360203172,0
0.0102361288821682,0
0.0103912217440192,0
0.0105463146058703,0
0.0107014074677213,0
0.0108565003295723,0
0.0110115931914234,0
0.0111666860532744,0
0.0113217789151254,0
0.0114768717769765,0
0.0116319646388275,0
0.0117870575006785,0
0.0119421503625296,0
0.0120972432243806,0
0.0122523360862316,0
0.0124074289480827,0
0.0125625218099337,0
0.0127176146717847,0
0.0128727075336358,0
0.0130278003954868,0
0.0131828932573378,0
0.0133379861191889,0
0.0134930789810399,0
0.0136481718428909,0
0.013803264704742,0
0.013958357566593,0
0.014113450428444,0
0.0142685432902951,0
0.0144236361521461,0
0.0145787290139971,0
0.0147338218758482,0
0.0148889147376992,0
0.0150440075995502,0
0.0151991004614013,0
0.0153541933232523,0
0.0155092861851033,0
0.0156643790469544,0
0.0158194719088054,0
0.0159745647706564,0
0.0161296576325075,0
0.0162847504943585,0
0.0164398433562095,0
0.0165949362180606,0
0.0167500290799116,0
0.0169051219417626,0
0.0170602148036137,0
0.0172153076654647,0
0.0173704005273157,0
0.0175254933891668,0
0.0176805862510178,0
0.0178356791128688,0
0.0179907719747199,0
0.0181458648365709,0
0.0183009576984219,0
0.018456050560273,0
0.018611143422124,0
0.018766236283975,0
0.0189213291458261,0
0.0190764220076771,0
0.0192315148695281,0
0.0193866077313792,0
0.0195417005932302,0
0.0196967934550812,0
0.0198518863169323,0
0.0200069791787833,0
0.0201620720406343,0
0.0203171649024854,0
0.0204722577643364,0
0.0206273506261874,0
0.0207824434880385,0
0.0209375363498895,0
0.0210926292117405,0
0.0212477220735916,0
0.0214028149354426,0
0.0215579077972936,0
0.0217130006591447,0
0.0218680935209957,0
0.0220231863828467,0
0.0221782792446978,0
0.0223333721065488,0
0.0224884649683998,0
0.0226435578302509,0
0.0227986506921019,0
0.0229537435539529,0
0.023108836415804,0
0.023263929277655,0
0.023419022139506,0
0.0235741150013571,0
0.0237292078632081,0
0.0238843007250591,0
0.0240393935869102,0
0.0241944864487612,0
0.0243495793106122,0
0.0245046721724633,0
0.0246597650343143,0
0.0248148578961653,0
0.0249699507580164,0
0.0251250436198674,0
0.0252801364817184,0
0.0254352293435695,0
0.0255903222054205,0
0.0257454150672715,0
0.0259005079291226,0
0.0260556007909736,0
0.0262106936528246,0
0.0263657865146757,0
0.0265208793765267,0
0.0266759722383777,0
0.0268310651002288,0
0.0269861579620798,0
0.0271412508239308,0
0.0272963436857819,0
0.0274514365476329,0
0.0276065294094839,0
0.027761622271335,0
0.027916715133186,0
0.028071807995037,0
0.0282269008568881,0
0.0283819937187391,0
0.0285370865805901,0
0.0286921794424412,0
0.0288472723042922,0
0.0290023651661432,0
0.0291574580279943,0
0.0293125508898453,0
0.0294676437516963,0
0.0296227366135474,0
0.0297778294753984,0
0.0299329223372494,0
0.0300880151991005,0
0.0302431080609515,0
0.0303982009228025,0
0.0305532937846536,0
0.0307083866465046,0
0.0308634795083556,0
0.0310185723702067,0
0.0311736652320577,0
0.0313287580939087,0
0.0314838509557598,0
0.0316389438176108,0
0.0317940366794618,0
0.0319491295413129,0
0.0321042224031639,0
0.0322593152650149,0
0.032414408126866,0
0.032569500988717,0
0.032724593850568,0
0.0328796867124191,0
0.0330347795742701,0
0.0331898724361211,0
0.0333449652979722,0
0.0335000581598232,0
0.0336551510216742,0
0.0338102438835253,0
0.0339653367453763,0
0.0341204296072273,0
0.0342755224690784,0
0.0344306153309294,0
0.0345857081927804,0
0.0347408010546315,0
0.0348958939164825,0
0.0350509867783335,0
0.0352060796401846,0
0.0353611725020356,0
0.0355162653638866,0
0.0356713582257377,0
0.0358264510875887,0
0.0359815439494397,0
0.0361366368112908,0
0.0362917296731418,0
0.0364468225349928,0
0.0366019153968439,0
0.0367570082586949,0
0.0369121011205459,0
0.037067193982397,0
0.037222286844248,0
0.037377379706099,0
0.0375324725679501,0
0.0376875654298011,0
0.0378426582916521,0
0.0379977511535032,0
0.0381528440153542,0
0.0383079368772052,0
0.0384630297390563,0
0.0386181226009073,0
0.0387732154627583,0
0.0389283083246094,0
0.0390834011864604,0
0.0392384940483114,0
0.0393935869101625,0
0.0395486797720135,0
0.0397037726338645,0
0.0398588654957156,0
0.0400139583575666,0
0.0401690512194176,0
0.0403241440812687,0
0.0404792369431197,0
0.0406343298049707,0
0.0407894226668218,0
0.0409445155286728,0
0.0410996083905238,0
0.0412547012523749,0
0.0414097941142259,23.8828918415487
0.0415648869760769,0
0.041719979837928,0
0.041875072699779,0
0.04203016556163,0
0.0421852584234811,0
0.0423403512853321,0
0.0424954441471831,0
0.0426505370090342,0
0.0428056298708852,0
0.0429607227327362,0
0.0431158155945873,0
0.0432709084564383,0
0.0434260013182893,0
0.0435810941801404,0
0.0437361870419914,0
0.0438912799038424,0
0.0440463727656935,0
0.0442014656275445,0
0.0443565584893955,0
0.0445116513512466,0
0.0446667442130976,0
0.0448218370749486,0
0.0449769299367997,0
0.0451320227986507,0
0.0452871156605017,0
0.0454422085223528,0
0.0455973013842038,0
0.0457523942460548,0
0.0459074871079059,0
0.0460625799697569,0
0.0462176728316079,0
0.046372765693459,0
0.04652785855531,0
0.046682951417161,0
0.0468380442790121,0
0.0469931371408631,0
0.0471482300027141,0
0.0473033228645652,0
0.0474584157264162,0
0.0476135085882672,0
0.0477686014501183,0
0.0479236943119693,0
0.0480787871738203,0
0.0482338800356714,0
0.0483889728975224,0
0.0485440657593734,0
0.0486991586212245,0
0.0488542514830755,0
0.0490093443449265,0
0.0491644372067776,0
0.0493195300686286,0
0.0494746229304796,0
0.0496297157923307,0
